39.9,3.3,3.4,14.9,0.6,6.9
38.4,4.7,3.2,10.0,0.8,4.5
42.7,5.7,3.8,8.7,1.4,5.7
49.6,4.1,4.3,18.8,0.7,8.1
39.7,5.1,3.3,7.5,1.3,6.0
43.8,5.0,3.7,13.5,0.6,4.6
40.0,3.1,3.5,13.6,1.0,8.6
37.2,5.2,3.4,7.1,1.3,4.7
41.5,4.0,3.5,14.0,0.7,6.0
48.6,3.5,4.1,18.5,0.8,9.7
44.2,3.9,3.9,14.2,1.2,8.8
42.2,4.9,3.5,12.0,0.7,5.0
44.4,4.6,3.6,14.1,0.6,5.8
39.7,4.3,3.4,12.5,0.6,4.8
42.7,4.9,3.4,12.6,0.5,4.7
44.1,5.0,3.7,12.2,0.9,5.8
43.7,4.6,3.5,14.2,0.5,4.9
44.3,5.1,3.6,13.3,0.5,4.6
42.7,5.6,3.8,9.9,1.1,5.1
41.9,5.6,3.7,8.9,1.3,5.2
42.8,5.0,3.6,12.1,0.8,5.1
45.1,4.4,3.9,15.4,0.7,6.2
44.4,5.0,3.8,14.0,0.6,4.7
43.1,5.6,3.6,9.8,1.1,5.3
45.9,5.1,3.7,15.7,0.2,3.8
38.2,5.1,3.1,9.5,0.6,3.1
41.2,5.2,3.7,9.9,1.2,5.5
44.6,5.3,4.0,11.1,1.3,6.7
48.3,2.8,4.2,21.2,0.5,9.7
44.5,4.2,3.7,18.1,-0.1,3.8
44.5,2.9,3.7,19.3,0.3,7.6
42.3,4.7,3.5,13.8,0.4,4.1
45.1,2.7,3.8,18.6,0.7,9.9
44.5,4.4,4.0,14.4,1.0,7.2
39.8,4.3,3.3,12.4,0.6,4.9
45.1,4.8,3.6,14.3,0.6,5.5
43.0,4.5,3.9,11.5,1.4,8.0
41.0,4.8,3.7,10.8,1.1,6.0
44.2,2.9,4.0,16.9,1.1,9.9
45.0,3.4,3.9,19.3,0.2,6.5
44.0,3.3,3.7,18.1,0.4,6.9
44.3,4.5,3.8,15.3,0.5,5.5
41.8,5.2,3.3,11.3,0.5,3.9
45.6,4.5,4.0,14.9,0.9,7.0
41.1,3.9,3.5,12.9,0.9,6.9
44.3,4.1,4.1,14.1,1.2,8.3
42.8,4.2,3.7,15.4,0.5,5.1
37.4,4.7,3.0,9.4,0.7,3.8
37.4,5.4,3.4,6.6,1.3,4.6
41.3,4.3,3.7,13.5,0.7,5.4
48.9,2.8,4.0,19.7,0.8,11.1
43.1,4.8,3.7,12.1,0.9,6.0
33.9,3.4,3.0,9.6,1.0,6.2
42.2,3.7,3.5,16.4,0.2,5.3
39.5,4.4,3.3,11.1,0.8,5.4
