33.319366,3.2392035,3.0271459,2.3320115,0.7480866,4.283842
43.443798,4.223421,3.9470124,3.0407183,0.97549486,5.585673
43.197266,4.199458,3.924613,3.0234594,0.969954,5.553968
43.590935,4.2377234,3.960382,3.0510204,0.9788026,5.604597
38.62168,3.7546697,3.508888,2.7031546,0.86716235,4.965596
43.72428,4.250684,3.9724977,3.0603561,0.98180056,5.621748
43.718815,4.2501526,3.9720008,3.0599732,0.9816777,5.621044
43.722366,4.250498,3.9723234,3.060222,0.9817575,5.621501
42.012886,4.084329,3.817002,2.9405437,0.94333905,5.4016576
43.699135,4.2482395,3.9702127,3.0585954,0.9812352,5.618513
39.870453,3.876061,3.6223462,2.7905695,0.8952112,5.1261663
42.814457,4.1622467,3.889831,2.9966598,0.96135104,5.5047383
43.72609,4.2508593,3.9726617,3.0604825,0.9818412,5.6219797
36.360348,3.5348353,3.3034334,2.5448656,0.81637317,4.6748333
43.718483,4.2501206,3.971971,3.0599504,0.98167026,5.621002
43.4065,4.219796,3.943624,3.0381076,0.9746567,5.5808773
38.52638,3.745398,3.5002246,2.696485,0.865019,4.9533396
43.72444,4.2507,3.9725125,3.0603676,0.98180425,5.621769
43.722,4.2504625,3.9722905,3.0601964,0.9817493,5.6214542
43.721024,4.250367,3.9722018,3.0601285,0.9817274,5.6213293
41.985237,4.081641,3.814489,2.9386096,0.9427191,5.3981037
43.356575,4.214943,3.9390876,3.0346127,0.97353464,5.574456
43.35598,4.214885,3.9390335,3.0345707,0.9735212,5.57438
43.30345,4.2097793,3.9342608,3.0308928,0.97234035,5.567624
43.487823,4.2277,3.9510124,3.0438008,0.9764846,5.5913353
43.71602,4.249881,3.9717467,3.0597775,0.9816148,5.6206846
42.599277,4.14133,3.8702793,2.9815955,0.9565153,5.477066
43.398453,4.2190137,3.9428926,3.0375443,0.97447586,5.5798416
43.256733,4.2052374,3.9300156,3.0276222,0.9712902,5.5616155
43.60138,4.238738,3.9613307,3.0517514,0.9790374,5.605941
43.703957,4.2487087,3.9706511,3.0589333,0.9813437,5.619134
43.723804,4.250638,3.9724545,3.0603232,0.98178995,5.621686
43.28231,4.2077236,3.9323392,3.0294125,0.9718653,5.5649047
43.71879,4.2501497,3.9719987,3.0599716,0.98167706,5.6210413
35.026314,3.4051485,3.1822343,2.4514918,0.7864214,4.503313
43.64734,4.243206,3.965507,3.0549693,0.9800707,5.6118517
43.44462,4.2235007,3.9470873,3.040776,0.9755135,5.585779
43.725883,4.2508397,3.972643,3.0604682,0.9818366,5.621954
43.723286,4.2505875,3.9724073,3.0602865,0.9817782,5.621619
43.72578,4.2508297,3.9726338,3.0604615,0.98183435,5.6219406
43.6845,4.2468176,3.9688833,3.0575712,0.98090625,5.6166315
43.72422,4.250678,3.972492,3.0603518,0.9817992,5.6217394
43.72046,4.250312,3.9721503,3.0600886,0.9817146,5.621256
43.62628,4.2411585,3.9635932,3.053495,0.9795972,5.6091433
42.958183,4.176218,3.9028902,3.0067215,0.9645811,5.5232215
43.630486,4.2415676,3.9639754,3.0537896,0.97969186,5.609684
43.670376,4.2454443,3.9675994,3.0565817,0.98058856,5.6148143
43.7259,4.250841,3.9726446,3.0604696,0.9818369,5.621956
43.72559,4.250811,3.9726164,3.0604482,0.98183,5.621916
43.715523,4.249832,3.9717016,3.059743,0.9816036,5.6206207
43.704525,4.2487636,3.9707026,3.0589728,0.9813564,5.6192064
42.344196,4.116534,3.8471036,2.963736,0.9507837,5.4442625
43.709312,4.2492285,3.9711375,3.059308,0.9814639,5.619822
43.5045,4.2293215,3.9525282,3.0449686,0.97685957,5.59348
43.68237,4.2466106,3.9686894,3.057422,0.9808583,5.616357
43.710777,4.2493715,3.9712706,3.0594106,0.98149693,5.620011
40.99219,3.985106,3.7242622,2.8690898,0.92040634,5.270404
36.81913,3.5794375,3.3451152,2.5769885,0.8266797,4.7338257
43.030502,4.1832476,3.9094605,3.0117848,0.9662063,5.5325212
43.705486,4.248857,3.97079,3.05904,0.98137796,5.6193304
43.068886,4.186979,3.9129481,3.0144715,0.96706915,5.5374584
42.106773,4.0934553,3.8255317,2.947118,0.9454503,5.4137335
