0.0,1.0,0.0
0.12,0.88,0.0
0.0,0.99,0.01
0.47,0.52,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.19,0.81,0.0
0.08,0.92,0.0
0.05,0.91,0.04
0.07,0.93,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.78,0.22
0.03,0.96,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.21,0.79,0.0
0.0,0.85,0.15
0.01,0.99,0.0
0.1,0.89,0.0
0.0,1.0,0.0
0.0,0.78,0.22
0.0,1.0,0.0
0.0,0.71,0.29
0.0,1.0,0.0
0.0,1.0,0.0
0.01,0.96,0.03
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.04,0.96,0.0
0.0,1.0,0.0
0.05,0.95,0.0
0.13,0.87,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.05,0.75,0.2
0.0,0.98,0.02
0.0,1.0,0.0
0.03,0.97,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.35,0.65,0.0
0.01,0.99,0.0
0.12,0.88,0.0
0.02,0.98,0.0
0.0,0.89,0.11
0.0,0.98,0.02
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.61,0.39
0.26,0.74,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.7,0.3,0.0
0.02,0.9,0.08
0.0,0.98,0.01
0.0,1.0,0.0
0.26,0.74,0.0
0.16,0.84,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.08,0.92,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.08,0.92,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.03,0.96,0.01
0.01,0.98,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.99,0.01
0.0,0.97,0.03
0.93,0.07,0.0
0.36,0.64,0.0
0.0,0.99,0.01
0.03,0.97,0.0
0.0,0.99,0.01
0.09,0.91,0.0
0.35,0.65,0.0
0.03,0.97,0.0
0.62,0.38,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.99,0.01
0.79,0.21,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.66,0.34
0.0,1.0,0.0
0.0,1.0,0.0
0.1,0.9,0.0
0.33,0.67,0.0
0.0,0.99,0.01
0.01,0.99,0.0
0.0,1.0,0.0
0.05,0.95,0.0
0.0,1.0,0.0
0.03,0.97,0.0
0.22,0.78,0.0
0.08,0.92,0.0
0.08,0.92,0.0
0.01,0.99,0.0
0.01,0.99,0.0
0.0,0.99,0.0
0.29,0.71,0.0
0.0,1.0,0.0
0.14,0.86,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.09,0.91,0.0
0.03,0.89,0.08
0.01,0.99,0.0
0.0,1.0,0.0
0.0,0.99,0.01
0.01,0.99,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.24,0.76
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.9,0.1,0.0
0.0,1.0,0.0
0.04,0.96,0.0
0.0,1.0,0.0
0.02,0.98,0.0
0.01,0.94,0.05
0.01,0.91,0.08
0.0,1.0,0.0
0.0,1.0,0.0
0.01,0.99,0.0
0.02,0.94,0.04
0.01,0.99,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,0.87,0.13
0.0,1.0,0.0
0.0,0.98,0.02
0.02,0.98,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.16,0.84,0.0
0.0,0.94,0.06
0.0,1.0,0.0
0.11,0.88,0.01
0.0,1.0,0.0
0.14,0.86,0.0
0.01,0.99,0.0
0.0,1.0,0.0
0.14,0.86,0.0
0.0,1.0,0.0
0.02,0.98,0.0
0.0,1.0,0.0
0.01,0.99,0.0
0.0,0.72,0.28
0.0,0.99,0.01
0.01,0.97,0.02
0.01,0.99,0.0
0.03,0.97,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.01,0.99,0.0
0.11,0.89,0.0
0.0,1.0,0.0
0.01,0.99,0.0
0.03,0.97,0.0
0.05,0.95,0.0
0.09,0.91,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.01,0.99,0.0
0.0,1.0,0.0
0.36,0.64,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.01,0.99,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.1,0.9,0.0
0.02,0.96,0.02
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
